,AFFGEOID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME.1,LSAD,ALAND,AWATER,AREA,PERIMETER,CAABA_,CAABA_ID,NAME.2,Total,White,Black,AIndian,Asian,Hawaiian,Max,residuals,div,Diversity,mean.partmat
1261,1400000US06037408631,6,37,408631,6037408631,4086.31,CT,1485200,0,18037550502,1379632.843,19,18,South Coast,5489,2836,30,0,1900,0,2836,100.5659967,0.516669703,0.483330297,11.50605567
1263,1400000US06037408704,6,37,408704,6037408704,4087.04,CT,1144293,0,18037550502,1379632.843,19,18,South Coast,3325,783,167,130,1749,0,1749,-1918.446754,0.526015038,0.473984962,11.52274058
1270,1400000US06037430002,6,37,430002,6037430002,4300.02,CT,2149808,0,18037550502,1379632.843,19,18,South Coast,7245,4031,564,34,1522,0,4031,1428.041843,0.556383713,0.443616287,12.56778701
1275,1400000US06037430301,6,37,430301,6037430301,4303.01,CT,24301170,73132,18037550502,1379632.843,19,18,South Coast,4448,3636,110,6,494,0,3636,920.4125655,0.817446043,0.182553957,12.3708468
1278,1400000US06037430501,6,37,430501,6037430501,4305.01,CT,4704065,10537,18037550502,1379632.843,19,18,South Coast,4325,3232,34,0,487,46,3232,497.5583252,0.747283237,0.252716763,12.0106083
2840,1400000US06065030300,6,65,30300,6065030300,303,CT,2481817,0,18037550502,1379632.843,19,18,South Coast,4106,2921,474,9,43,6,2921,295.7144533,0.711397954,0.288602046,8.407840301
2845,1400000US06065030601,6,65,30601,6065030601,306.01,CT,13797156,0,18037550502,1379632.843,19,18,South Coast,5224,3940,257,26,649,0,3940,1260.880636,0.754211332,0.245788668,7.801512587
2850,1400000US06065030900,6,65,30900,6065030900,309,CT,6162710,70295,18037550502,1379632.843,19,18,South Coast,3453,2773,349,15,109,0,2773,116.7041896,0.803069794,0.196930206,9.635014467
2860,1400000US06065031601,6,65,31601,6065031601,316.01,CT,1938919,0,18037550502,1379632.843,19,18,South Coast,4625,2213,149,0,419,61,2213,-492.9122323,0.478486486,0.521513514,9.206202141
2862,1400000US06065031701,6,65,31701,6065031701,317.01,CT,16016156,77627,18037550502,1379632.843,19,18,South Coast,2817,2148,185,57,54,6,2148,-548.9812763,0.762513312,0.237486688,8.574203036
2865,1400000US06065031704,6,65,31704,6065031704,317.04,CT,2611008,0,18037550502,1379632.843,19,18,South Coast,5098,3702,303,145,364,0,3702,1034.292413,0.726167124,0.273832876,9.003170298
2872,1400000US06065040301,6,65,40301,6065040301,403.01,CT,3359957,0,18037550502,1379632.843,19,18,South Coast,8328,3078,170,259,143,85,3078,377.297492,0.369596542,0.630403458,9.760301561
2875,1400000US06065040402,6,65,40402,6065040402,404.02,CT,4861457,27897,18037550502,1379632.843,19,18,South Coast,4433,1946,0,0,6,26,1946,-796.8764666,0.438980374,0.561019626,10.37350976
2882,1400000US06065040603,6,65,40603,6065040603,406.03,CT,2966116,254993,18037550502,1379632.843,19,18,South Coast,2325,1551,18,0,24,0,1551,-1187.410989,0.667096774,0.332903226,10.73332563
2892,1400000US06065040701,6,65,40701,6065040701,407.01,CT,3515240,315237,18037550502,1379632.843,19,18,South Coast,2254,1823,45,19,53,0,1823,-908.7127716,0.808784383,0.191215617,10.69374346
2895,1400000US06065040806,6,65,40806,6065040806,408.06,CT,2694657,108594,18037550502,1379632.843,19,18,South Coast,2705,1991,81,45,91,20,1991,-731.7818157,0.736044362,0.263955638,10.24668597
1282,1400000US06037430721,6,37,430721,6037430721,4307.21,CT,4073608,0,18037550502,1379632.843,19,18,South Coast,3346,1101,53,0,1717,0,1717,-1628.728115,0.51315003,0.48684997,11.94338442
1287,1400000US06037430803,6,37,430803,6037430803,4308.03,CT,2278785,0,18037550502,1379632.843,19,18,South Coast,5379,1731,24,0,3162,10,3162,-1005.922496,0.587841606,0.412158394,12.05889155
1295,1400000US06037431400,6,37,431400,6037431400,4314,CT,1581554,203717,18037550502,1379632.843,19,18,South Coast,3949,1473,41,55,1787,0,1787,-1259.7051,0.452519625,0.547480375,12.15727408
1297,1400000US06037431502,6,37,431502,6037431502,4315.02,CT,1685834,355508,18037550502,1379632.843,19,18,South Coast,4436,1930,25,21,1823,0,1930,-806.6744138,0.435076646,0.564923354,12.06810275
1307,1400000US06037432300,6,37,432300,6037432300,4323,CT,1951202,30495,18037550502,1379632.843,19,18,South Coast,4198,1737,0,21,1776,0,1776,-1005.876467,0.423058599,0.576941401,11.71368408
1312,1400000US06037432602,6,37,432602,6037432602,4326.02,CT,1064490,0,18037550502,1379632.843,19,18,South Coast,4678,1377,13,0,1974,0,1974,-1362.651399,0.421975203,0.578024797,11.95749829
1319,1400000US06037433102,6,37,433102,6037433102,4331.02,CT,658412,0,18037550502,1379632.843,19,18,South Coast,4663,2059,13,23,1799,22,2059,-680.6513991,0.441561227,0.558438773,11.54640607
1321,1400000US06037433302,6,37,433302,6037433302,4333.02,CT,858409,0,18037550502,1379632.843,19,18,South Coast,1896,709,0,0,382,0,709,-2033.876467,0.373945148,0.626054852,11.82755813
1331,1400000US06037433504,6,37,433504,6037433504,4335.04,CT,916206,0,18037550502,1379632.843,19,18,South Coast,4650,3030,5,18,871,0,3030,288.363944,0.651612903,0.348387097,11.49171094
3310,1400000US06071002705,6,71,2705,6071002705,27.05,CT,2823267,0,18037550502,1379632.843,19,18,South Coast,5477,2937,940,0,87,0,2937,427.3207163,0.536242469,0.463757531,7.301331181
3318,1400000US06071003101,6,71,3101,6071003101,31.01,CT,1378997,0,18037550502,1379632.843,19,18,South Coast,5069,2599,341,0,30,0,2599,-59.28046724,0.512724403,0.487275597,9.501629193
3320,1400000US06071003200,6,71,3200,6071003200,32,CT,2591566,0,18037550502,1379632.843,19,18,South Coast,8812,5220,383,227,51,0,5220,2572.138981,0.592374035,0.407625965,9.133399921
3323,1400000US06071003401,6,71,3401,6071003401,34.01,CT,2591609,0,18037550502,1379632.843,19,18,South Coast,7575,3797,256,75,383,382,3797,1117.632553,0.501254125,0.498745875,8.526974617
3332,1400000US06071003510,6,71,3510,6071003510,35.1,CT,2587044,0,18037550502,1379632.843,19,18,South Coast,4200,1632,1043,103,37,0,1632,-852.1268264,0.388571429,0.611428571,8.135528156
3335,1400000US06071003606,6,71,3606,6071003606,36.06,CT,2515415,0,18037550502,1379632.843,19,18,South Coast,5799,2736,110,0,93,0,2736,20.41256548,0.471805484,0.528194516,8.609366052
3344,1400000US06071003900,6,71,3900,6071003900,39,CT,1569166,0,18037550502,1379632.843,19,18,South Coast,6018,4633,274,83,0,0,4633,1958.098031,0.769857095,0.230142905,6.991857023
3347,1400000US06071004004,6,71,4004,6071004004,40.04,CT,21297229,975944,18037550502,1379632.843,19,18,South Coast,5753,3811,163,44,119,0,3811,1108.560917,0.662436989,0.337563011,7.708892664
3354,1400000US06071004302,6,71,4302,6071004302,43.02,CT,2980750,35200,18037550502,1379632.843,19,18,South Coast,4594,3138,332,0,34,164,3138,477.4867938,0.683064867,0.316935133,6.336424531
3357,1400000US06071004404,6,71,4404,6071004404,44.04,CT,1563092,0,18037550502,1379632.843,19,18,South Coast,5616,3307,505,0,193,0,3307,689.4049987,0.588853276,0.411146724,6.635124868
3364,1400000US06071004601,6,71,4601,6071004601,46.01,CT,3854168,0,18037550502,1379632.843,19,18,South Coast,6252,3824,684,0,217,218,3824,1250.811696,0.611644274,0.388355726,4.949904259
3369,1400000US06071004900,6,71,4900,6071004900,49,CT,4834571,35274,18037550502,1379632.843,19,18,South Coast,7359,3855,146,145,103,0,3855,1148.343521,0.523848349,0.476151651,6.29786765
3376,1400000US06071005701,6,71,5701,6071005701,57.01,CT,3483781,0,18037550502,1379632.843,19,18,South Coast,2072,860,245,86,150,4,860,-1822.09635,0.415057915,0.584942085,5.695065432
3381,1400000US06071006204,6,71,6204,6071006204,62.04,CT,1129808,0,18037550502,1379632.843,19,18,South Coast,4353,1881,1041,12,220,17,1881,-603.6229906,0.432115782,0.567884218,4.602262146
3383,1400000US06071006302,6,71,6302,6071006302,63.02,CT,2594837,0,18037550502,1379632.843,19,18,South Coast,8758,4309,898,211,537,22,4309,1788.901268,0.492007308,0.507992692,4.602262146
3391,1400000US06071007000,6,71,7000,6071007000,70,CT,2274028,0,18037550502,1379632.843,19,18,South Coast,6636,4437,162,51,86,0,4437,1734.312835,0.668625678,0.331374322,6.813671204
3400,1400000US06071007302,6,71,7302,6071007302,73.02,CT,29549073,2371,18037550502,1379632.843,19,18,South Coast,9708,5141,596,29,3270,20,5141,2545.980471,0.529563247,0.470436753,5.83858887
3405,1400000US06071007404,6,71,7404,6071007404,74.04,CT,4017583,0,18037550502,1379632.843,19,18,South Coast,4293,2899,512,83,196,0,2899,283.1415735,0.675285348,0.324714652,3.871299424
3408,1400000US06071007409,6,71,7409,6071007409,74.09,CT,2284545,0,18037550502,1379632.843,19,18,South Coast,6507,4092,693,69,200,0,4092,1521.044435,0.628861226,0.371138774,4.551778032
3415,1400000US06071007903,6,71,7903,6071007903,79.03,CT,2396905,0,18037550502,1379632.843,19,18,South Coast,4747,3174,738,0,458,0,3174,614.2081302,0.668632821,0.331367179,4.293163917
3420,1400000US06071008200,6,71,8200,6071008200,82,CT,2362711,0,18037550502,1379632.843,19,18,South Coast,5906,4770,532,6,97,0,4770,2159.103216,0.807653234,0.192346766,5.128753251
3425,1400000US06071008403,6,71,8403,6071008403,84.03,CT,5264463,7552,18037550502,1379632.843,19,18,South Coast,5915,4842,69,40,442,0,4842,2116.241199,0.818596788,0.181403212,4.86616177
3429,1400000US06071008602,6,71,8602,6071008602,86.02,CT,36768843,1380212,18037550502,1379632.843,19,18,South Coast,3601,2735,186,61,169,35,2735,38.2668058,0.759511247,0.240488753,4.447138424
3432,1400000US06071008705,6,71,8705,6071008705,87.05,CT,4603703,0,18037550502,1379632.843,19,18,South Coast,4779,3589,99,0,46,0,3589,870.6836623,0.750993932,0.249006068,4.72530925
3442,1400000US06071010901,6,71,10901,6071010901,109.01,CT,13139378,625581,18037550502,1379632.843,19,18,South Coast,4925,3953,15,0,40,0,3953,1213.844765,0.802639594,0.197360406,2.474834294
3444,1400000US06071011001,6,71,11001,6071011001,110.01,CT,8841138,0,18037550502,1379632.843,19,18,South Coast,2215,1837,0,0,29,0,1837,-905.8764666,0.829345372,0.170654628,2.607973259
3446,1400000US06071011101,6,71,11101,6071011101,111.01,CT,81699567,3311,18037550502,1379632.843,19,18,South Coast,3476,3279,30,27,89,0,3279,543.5659967,0.943325662,0.056674338,3.463725383
2728,1400000US06059099230,6,59,99230,6059099230,992.3,CT,1262383,0,18037550502,1379632.843,19,18,South Coast,4540,3075,101,0,815,7,3075,357.1798265,0.677312775,0.322687225,8.375723451
1058,1400000US06037320100,6,37,320100,6037320100,3201,CT,1900520,0,18037550502,1379632.843,19,18,South Coast,7974,5615,152,38,50,5,5615,2909.832014,0.704163531,0.295836469,11.48001295
2577,1400000US06059075201,6,59,75201,6059075201,752.01,CT,1078104,79371,18037550502,1379632.843,19,18,South Coast,6446,1653,0,0,491,0,1653,-1089.876467,0.256438101,0.743561899,8.378161464
3184,1400000US06071000111,6,71,111,6071000111,1.11,CT,10802593,0,18037550502,1379632.843,19,18,South Coast,2784,1809,42,0,616,0,1809,-923.457018,0.649784483,0.350215517,11.39768007
3187,1400000US06071000116,6,71,116,6071000116,1.16,CT,54947220,0,18037550502,1379632.843,19,18,South Coast,11384,4942,588,20,5140,20,5140,2344.995814,0.451510892,0.548489108,10.83358018
3196,1400000US06071000303,6,71,303,6071000303,3.03,CT,2095523,0,18037550502,1379632.843,19,18,South Coast,7364,3488,207,32,328,0,3488,796.4765301,0.473655622,0.526344378,12.84412597
3211,1400000US06071000813,6,71,813,6071000813,8.13,CT,2632357,79267,18037550502,1379632.843,19,18,South Coast,3704,2937,161,11,341,0,2937,234.0647531,0.792926566,0.207073434,13.32039904
3216,1400000US06071000818,6,71,818,6071000818,8.18,CT,2854113,0,18037550502,1379632.843,19,18,South Coast,5083,4003,114,0,215,0,4003,1288.404894,0.787527051,0.212472949,13.44548917
3218,1400000US06071000820,6,71,820,6071000820,8.2,CT,4489424,0,18037550502,1379632.843,19,18,South Coast,3804,3079,100,38,183,0,3079,360.9317444,0.809411146,0.190588854,13.25271592
3223,1400000US06071000826,6,71,826,6071000826,8.26,CT,1699039,0,18037550502,1379632.843,19,18,South Coast,4217,2162,555,32,214,10,2162,-443.1908958,0.512686744,0.487313256,13.32043862
3233,1400000US06071001305,6,71,1305,6071001305,13.05,CT,1178835,0,18037550502,1379632.843,19,18,South Coast,4732,2918,77,235,129,0,2918,194.2258559,0.616652578,0.383347422,13.23721036
3235,1400000US06071001308,6,71,1308,6071001308,13.08,CT,1077531,0,18037550502,1379632.843,19,18,South Coast,5720,3390,146,26,166,98,3390,683.3435214,0.592657343,0.407342657,13.03837113
3240,1400000US06071001400,6,71,1400,6071001400,14,CT,1145810,0,18037550502,1379632.843,19,18,South Coast,2893,1308,221,15,184,9,1308,-1380.05032,0.452125821,0.547874179,13.06545655
3252,1400000US06071001806,6,71,1806,6071001806,18.06,CT,1460912,0,18037550502,1379632.843,19,18,South Coast,5003,2609,863,0,499,0,2609,80.21839389,0.521487108,0.478512892,12.41732335
3264,1400000US06071002013,6,71,2013,6071002013,20.13,CT,2040205,0,18037550502,1379632.843,19,18,South Coast,4730,4085,113,52,149,0,4085,1370.156812,0.863636364,0.136363636,12.8947922
3270,1400000US06071002019,6,71,2019,6071002019,20.19,CT,2496319,0,18037550502,1379632.843,19,18,South Coast,4752,2834,472,174,584,0,2834,208.2182891,0.596380471,0.403619529,11.54908406
3272,1400000US06071002022,6,71,2022,6071002022,20.22,CT,16985826,0,18037550502,1379632.843,19,18,South Coast,12597,7428,979,134,2352,0,7428,4927.995919,0.589664206,0.410335794,10.32047407
3273,1400000US06071002023,6,71,2023,6071002023,20.23,CT,1500271,0,18037550502,1379632.843,19,18,South Coast,5679,3847,772,0,499,37,3847,1295.642922,0.677407994,0.322592006,12.56260181
3277,1400000US06071002029,6,71,2029,6071002029,20.29,CT,1980074,0,18037550502,1379632.843,19,18,South Coast,5853,3887,197,45,770,0,3887,1192.995709,0.664103878,0.335896122,11.780868
3278,1400000US06071002031,6,71,2031,6071002031,20.31,CT,2006625,0,18037550502,1379632.843,19,18,South Coast,6199,3553,588,13,1332,19,3553,955.9958138,0.573156961,0.426843039,11.37037036
3281,1400000US06071002035,6,71,2035,6071002035,20.35,CT,2155900,0,18037550502,1379632.843,19,18,South Coast,6584,3831,789,0,930,0,3831,1283.860318,0.581865128,0.418134872,11.95193746
3282,1400000US06071002036,6,71,2036,6071002036,20.36,CT,3203179,0,18037550502,1379632.843,19,18,South Coast,11539,6999,1729,24,2135,0,6999,4685.057501,0.606551694,0.393448306,11.95193746
3287,1400000US06071002105,6,71,2105,6071002105,21.05,CT,3350498,0,18037550502,1379632.843,19,18,South Coast,5005,3559,475,17,385,0,3559,933.9625354,0.711088911,0.288911089,12.8412907
3288,1400000US06071002107,6,71,2107,6071002107,21.07,CT,1443034,0,18037550502,1379632.843,19,18,South Coast,4864,3397,477,13,172,0,3397,772.4586996,0.698396382,0.301603618,12.439827
3296,1400000US06071002305,6,71,2305,6071002305,23.05,CT,5328617,0,18037550502,1379632.843,19,18,South Coast,10456,5947,1137,29,765,0,5947,3486.192892,0.568764346,0.431235654,9.905535757
3301,1400000US06071002501,6,71,2501,6071002501,25.01,CT,3988059,0,18037550502,1379632.843,19,18,South Coast,6073,3173,346,91,102,0,3173,515.9599433,0.522476535,0.477523465,10.33523776
2978,1400000US06065042406,6,65,42406,6065042406,424.06,CT,984677,0,18037550502,1379632.843,19,18,South Coast,4330,2422,674,8,77,103,2422,-153.6691248,0.559353349,0.440646651,6.423016743
374,1400000US06037183620,6,37,183620,6037183620,1836.2,CT,517471,0,18037550502,1379632.843,19,18,South Coast,3243,1650,48,29,276,16,1650,-1080.968525,0.508788159,0.491211841,11.46097882
583,1400000US06037211122,6,37,211122,6037211122,2111.22,CT,365553,0,18037550502,1379632.843,19,18,South Coast,2845,731,273,34,836,0,836,-1944.150051,0.293848858,0.706151142,11.58756411
403,1400000US06037189102,6,37,189102,6037189102,1891.02,CT,624378,0,18037550502,1379632.843,19,18,South Coast,3016,2143,45,16,387,0,2143,-588.7127716,0.710543767,0.289456233,11.75367881
3389,1400000US06071006604,6,71,6604,6071006604,66.04,CT,976514,0,18037550502,1379632.843,19,18,South Coast,4235,2522,442,0,103,0,2522,-111.2241742,0.595513577,0.404486423,6.907242441
3418,1400000US06071008002,6,71,8002,6071008002,80.02,CT,3581247,0,18037550502,1379632.843,19,18,South Coast,7386,4289,620,32,191,217,4289,1699.934441,0.580693203,0.419306797,4.948213199
757,1400000US06037234800,6,37,234800,6037234800,2348,CT,654191,0,18037550502,1379632.843,19,18,South Coast,3531,1347,1311,73,131,0,1347,-1070.640821,0.381478335,0.618521665,11.64811968
806,1400000US06037240402,6,37,240402,6037240402,2404.02,CT,601299,0,18037550502,1379632.843,19,18,South Coast,3717,1254,1254,29,0,0,1254,-1177.781501,0.337368846,0.662631154,11.37684871
627,1400000US06037214100,6,37,214100,6037214100,2141,CT,1108280,0,18037550502,1379632.843,19,18,South Coast,4098,3672,40,0,220,0,3672,939.0468178,0.896046852,0.103953148,11.93662513
4,1400000US06037101110,6,37,101110,6037101110,1011.1,CT,1142402,0,18037550502,1379632.843,19,18,South Coast,4898,3391,78,0,449,0,3391,667.473938,0.692323397,0.307676603,11.5722768
8,1400000US06037101300,6,37,101300,6037101300,1013,CT,2581214,0,18037550502,1379632.843,19,18,South Coast,4267,3711,23,5,367,0,3711,973.829422,0.86969768,0.13030232,11.63278357
10,1400000US06037102103,6,37,102103,6037102103,1021.03,CT,1186484,0,18037550502,1379632.843,19,18,South Coast,1947,1749,0,24,91,0,1749,-993.8764666,0.898305085,0.101694915,12.00678778
11,1400000US06037102104,6,37,102104,6037102104,1021.04,CT,1658545,0,18037550502,1379632.843,19,18,South Coast,3344,2676,63,0,515,0,2676,-51.24729367,0.800239234,0.199760766,12.01792401
16,1400000US06037103200,6,37,103200,6037103200,1032,CT,7414587,0,18037550502,1379632.843,19,18,South Coast,6289,4869,277,0,518,0,4869,2194.842278,0.774208936,0.225791064,11.53874085
18,1400000US06037103400,6,37,103400,6037103400,1034,CT,2500753,0,18037550502,1379632.843,19,18,South Coast,6908,5470,175,65,523,143,5470,2770.537903,0.791835553,0.208164447,11.70864592
21,1400000US06037104108,6,37,104108,6037104108,1041.08,CT,1096645,0,18037550502,1379632.843,19,18,South Coast,5076,3108,511,26,171,0,3108,491.8934914,0.612293144,0.387706856,11.650539
25,1400000US06037104204,6,37,104204,6037104204,1042.04,CT,2664512,3735,18037550502,1379632.843,19,18,South Coast,3438,2387,258,39,165,0,2387,-291.8712823,0.694299011,0.305700989,11.43830567
28,1400000US06037104401,6,37,104401,6037104401,1044.01,CT,681117,0,18037550502,1379632.843,19,18,South Coast,3509,2582,7,61,0,59,2582,-159.1398918,0.735822172,0.264177828,11.98739166
32,1400000US06037104610,6,37,104610,6037104610,1046.1,CT,592138,0,18037550502,1379632.843,19,18,South Coast,3553,2325,0,0,0,0,2325,-417.8764666,0.654376583,0.345623417,11.98739166
35,1400000US06037104703,6,37,104703,6037104703,1047.03,CT,1168606,0,18037550502,1379632.843,19,18,South Coast,2138,1551,57,0,0,24,1551,-1177.735786,0.725444341,0.274555659,12.03364052
38,1400000US06037104821,6,37,104821,6037104821,1048.21,CT,531802,0,18037550502,1379632.843,19,18,South Coast,3290,2378,108,0,62,0,2378,-338.0835987,0.722796353,0.277203647,12.12098288
40,1400000US06037106010,6,37,106010,6037106010,1060.1,CT,2517816,0,18037550502,1379632.843,19,18,South Coast,2924,2085,43,47,93,0,2085,-647.2089359,0.713064295,0.286935705,10.92773504
42,1400000US06037106111,6,37,106111,6037106111,1061.11,CT,3813566,12394,18037550502,1379632.843,19,18,South Coast,4582,3154,90,121,387,0,3154,433.4509233,0.688345701,0.311654299,10.98354896
50,1400000US06037106408,6,37,106408,6037106408,1064.08,CT,229094,0,18037550502,1379632.843,19,18,South Coast,3769,2599,102,6,205,0,2599,-118.5720914,0.689572831,0.310427169,11.21117595
52,1400000US06037106520,6,37,106520,6037106520,1065.2,CT,2205882,0,18037550502,1379632.843,19,18,South Coast,5672,4758,26,0,75,0,4758,2021.573668,0.838857546,0.161142454,11.20322622
55,1400000US06037106641,6,37,106641,6037106641,1066.41,CT,1135493,0,18037550502,1379632.843,19,18,South Coast,2176,1554,18,0,467,0,1554,-1184.410989,0.714154412,0.285845588,11.56301264
57,1400000US06037106643,6,37,106643,6037106643,1066.43,CT,4332693,0,18037550502,1379632.843,19,18,South Coast,4452,2789,447,52,701,0,2789,157.0162364,0.626460018,0.373539982,11.56301264
66,1400000US06037108103,6,37,108103,6037108103,1081.03,CT,2563867,0,18037550502,1379632.843,19,18,South Coast,3289,2236,76,36,909,0,2236,-488.0222262,0.679841897,0.320158103,11.96367457
69,1400000US06037108202,6,37,108202,6037108202,1082.02,CT,5996863,3024,18037550502,1379632.843,19,18,South Coast,5891,2888,124,158,2298,0,2888,175.885715,0.490239348,0.509760652,11.94143077
73,1400000US06037109400,6,37,109400,6037109400,1094,CT,1290833,0,18037550502,1379632.843,19,18,South Coast,3563,1942,101,21,150,0,1942,-775.8201735,0.545046309,0.454953691,12.13526614
2702,1400000US06059088904,6,59,88904,6059088904,889.04,CT,1302691,0,18037550502,1379632.843,19,18,South Coast,5401,999,0,0,4133,0,4133,-1743.876467,0.765228661,0.234771339,8.5115112
2705,1400000US06059089003,6,59,89003,6059089003,890.03,CT,1303056,0,18037550502,1379632.843,19,18,South Coast,3944,1593,5,22,1219,82,1593,-1148.636056,0.403904665,0.596095335,8.402767842
2712,1400000US06059099202,6,59,99202,6059099202,992.02,CT,1768336,19922,18037550502,1379632.843,19,18,South Coast,8117,3840,46,44,2712,99,3840,1108.53531,0.473081188,0.526918812,8.363492662
1211,1400000US06037407001,6,37,407001,6037407001,4070.01,CT,1071060,23653,18037550502,1379632.843,19,18,South Coast,5767,2558,65,69,412,0,2558,-168.7511294,0.443558176,0.556441824,12.00127684
1216,1400000US06037407301,6,37,407301,6037407301,4073.01,CT,988594,0,18037550502,1379632.843,19,18,South Coast,4768,3075,27,53,485,0,3075,338.8217504,0.644924497,0.355075503,11.91636114
1219,1400000US06037407501,6,37,407501,6037407501,4075.01,CT,1132083,0,18037550502,1379632.843,19,18,South Coast,4460,2973,221,0,385,16,2973,284.9496796,0.666591928,0.333408072,12.00328499
1224,1400000US06037407702,6,37,407702,6037407702,4077.02,CT,2000417,905,18037550502,1379632.843,19,18,South Coast,6493,3377,99,87,1004,0,3377,658.6836623,0.520098568,0.479901432,11.79542738
1226,1400000US06037407802,6,37,407802,6037407802,4078.02,CT,3131550,1706,18037550502,1379632.843,19,18,South Coast,3814,2203,71,0,428,0,2203,-522.2626368,0.57760881,0.42239119,11.87450504
1228,1400000US06037408003,6,37,408003,6037408003,4080.03,CT,1363454,1729,18037550502,1379632.843,19,18,South Coast,4801,2384,162,47,1211,0,2384,-318.6871648,0.496563216,0.503436784,12.09236923
1235,1400000US06037408136,6,37,408136,6037408136,4081.36,CT,1009419,0,18037550502,1379632.843,19,18,South Coast,3629,1314,112,261,1198,0,1314,-1401.09127,0.362083219,0.637916781,11.85940135
1238,1400000US06037408139,6,37,408139,6037408139,4081.39,CT,785108,0,18037550502,1379632.843,19,18,South Coast,4125,2731,4,61,93,7,2731,-10.88413812,0.662060606,0.337939394,11.7126163
1240,1400000US06037408141,6,37,408141,6037408141,4081.41,CT,1121077,0,18037550502,1379632.843,19,18,South Coast,5474,2864,82,78,571,27,2864,141.4662664,0.523200585,0.476799415,11.78604308
1262,1400000US06037408703,6,37,408703,6037408703,4087.03,CT,17085195,0,18037550502,1379632.843,19,18,South Coast,6690,1061,20,0,5270,0,5270,-1676.914824,0.7877429,0.2122571,10.96077858
1267,1400000US06037408723,6,37,408723,6037408723,4087.23,CT,803150,0,18037550502,1379632.843,19,18,South Coast,2962,721,0,0,1724,0,1724,-2021.876467,0.582039163,0.417960837,11.18648604
1269,1400000US06037408800,6,37,408800,6037408800,4088,CT,1791719,0,18037550502,1379632.843,19,18,South Coast,3917,2362,350,58,382,0,2362,-294.0477283,0.60301251,0.39698749,12.77615937
1271,1400000US06037430003,6,37,430003,6037430003,4300.03,CT,11896029,0,18037550502,1379632.843,19,18,South Coast,4420,2553,223,10,1153,11,2553,-134.5541562,0.57760181,0.42239819,12.731799
1274,1400000US06037430200,6,37,430200,6037430200,4302,CT,5143115,3236,18037550502,1379632.843,19,18,South Coast,1081,710,24,5,268,0,710,-2026.922496,0.65679926,0.34320074,12.60680203
1277,1400000US06037430400,6,37,430400,6037430400,4304,CT,3594793,7153,18037550502,1379632.843,19,18,South Coast,4750,2192,92,0,2044,0,2192,-528.0529125,0.461473684,0.538526316,12.18421577
1281,1400000US06037430701,6,37,430701,6037430701,4307.01,CT,2977806,13098,18037550502,1379632.843,19,18,South Coast,5174,2110,204,9,2341,0,2341,-582.2677162,0.452454581,0.547545419,11.86426563
1288,1400000US06037430901,6,37,430901,6037430901,4309.01,CT,1168311,0,18037550502,1379632.843,19,18,South Coast,4099,1852,375,9,592,0,1852,-797.8456755,0.451817516,0.548182484,12.22317944
1289,1400000US06037430902,6,37,430902,6037430902,4309.02,CT,1175331,0,18037550502,1379632.843,19,18,South Coast,4539,2244,411,46,1100,0,2244,-396.9147196,0.494382022,0.505617978,12.22317944
1291,1400000US06037431002,6,37,431002,6037431002,4310.02,CT,1362489,3559,18037550502,1379632.843,19,18,South Coast,3116,2152,263,7,252,0,2152,-525.6308718,0.690629012,0.309370988,12.48561309
1296,1400000US06037431501,6,37,431501,6037431501,4315.01,CT,1033376,10032,18037550502,1379632.843,19,18,South Coast,4490,1551,164,10,1422,0,1551,-1151.191001,0.345434298,0.654565702,11.97416864
1300,1400000US06037431800,6,37,431800,6037431800,4318,CT,1482899,0,18037550502,1379632.843,19,18,South Coast,6121,2088,263,0,2913,0,2913,-589.6308718,0.47590263,0.52409737,11.80473466
1303,1400000US06037432101,6,37,432101,6037432101,4321.01,CT,1172403,0,18037550502,1379632.843,19,18,South Coast,4279,1236,30,3,2368,0,2368,-1499.434003,0.553400327,0.446599673,11.80563968
1305,1400000US06037432201,6,37,432201,6037432201,4322.01,CT,1151859,0,18037550502,1379632.843,19,18,South Coast,4458,1078,33,0,3125,0,3125,-1656.689757,0.70098699,0.29901301,11.57985583
1308,1400000US06037432401,6,37,432401,6037432401,4324.01,CT,1049352,0,18037550502,1379632.843,19,18,South Coast,4166,1953,29,46,1501,95,1953,-782.6820854,0.468795007,0.531204993,11.87023303
1313,1400000US06037432700,6,37,432700,6037432700,4327,CT,1825591,50344,18037550502,1379632.843,19,18,South Coast,5117,2998,14,21,893,7,2998,258.596683,0.58589017,0.41410983,11.74891706
1317,1400000US06037432902,6,37,432902,6037432902,4329.02,CT,1083978,0,18037550502,1379632.843,19,18,South Coast,3594,1042,9,12,1650,30,1650,-1698.643728,0.459098497,0.540901503,11.64406775
1318,1400000US06037433101,6,37,433101,6037433101,4331.01,CT,1492029,70812,18037550502,1379632.843,19,18,South Coast,2521,1012,4,10,1187,58,1187,-1729.884138,0.470844903,0.529155097,11.54640607
1325,1400000US06037433307,6,37,433307,6037433307,4333.07,CT,430150,0,18037550502,1379632.843,19,18,South Coast,3119,1706,25,10,1171,0,1706,-1030.674414,0.546970183,0.453029817,11.82755813
1330,1400000US06037433503,6,37,433503,6037433503,4335.03,CT,793210,0,18037550502,1379632.843,19,18,South Coast,3097,2231,0,0,481,0,2231,-511.8764666,0.720374556,0.279625444,11.49171094
