,AFFGEOID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME.1,LSAD,ALAND,AWATER,AREA,PERIMETER,CAABA_,CAABA_ID,NAME.2,Total,White,Black,AIndian,Asian,Hawaiian,Max,residuals,div,Diversity,mean.partmat
1334,1400000US06037433700,6,37,433700,6037433700,4337,CT,3130373,69479,18037550502,1379632.843,19,18,South Coast,3700,2750,9,54,323,0,2750,9.356272423,0.743243243,0.256756757,11.43926504
1335,1400000US06037433801,6,37,433801,6037433801,4338.01,CT,1571269,0,18037550502,1379632.843,19,18,South Coast,6093,4521,3,94,419,0,4521,1778.86778,0.741999015,0.258000985,11.61205583
1340,1400000US06037434003,6,37,434003,6037434003,4340.03,CT,979639,0,18037550502,1379632.843,19,18,South Coast,4480,3106,5,27,717,0,3106,364.363944,0.693303571,0.306696429,11.61205583
2826,1400000US06059110304,6,59,110304,6059110304,1103.04,CT,1317911,0,18037550502,1379632.843,19,18,South Coast,4378,2464,119,77,1442,4,2464,-249.3546955,0.56281407,0.43718593,9.393839601
2829,1400000US06059110500,6,59,110500,6059110500,1105,CT,4588612,23818,18037550502,1379632.843,19,18,South Coast,8164,5383,576,44,1504,14,5383,2783.018828,0.659358158,0.340641842,9.412905192
2832,1400000US06059110605,6,59,110605,6059110605,1106.05,CT,2369083,0,18037550502,1379632.843,19,18,South Coast,6442,1621,13,24,4412,0,4412,-1118.651399,0.684880472,0.315119528,9.703854102
1099,1400000US06037402002,6,37,402002,6037402002,4020.02,CT,1679001,0,18037550502,1379632.843,19,18,South Coast,4269,2581,311,0,589,0,2581,-84.72293052,0.604591239,0.395408761,13.2268826
1100,1400000US06037402101,6,37,402101,6037402101,4021.01,CT,1189547,0,18037550502,1379632.843,19,18,South Coast,4963,3038,819,21,414,5,3038,498.3027811,0.61212976,0.38787024,13.19004393
1102,1400000US06037402200,6,37,402200,6037402200,4022,CT,5654048,0,18037550502,1379632.843,19,18,South Coast,6949,3388,772,60,492,0,3388,836.6429219,0.487552166,0.512447834,13.11804969
1105,1400000US06037402304,6,37,402304,6037402304,4023.04,CT,697361,0,18037550502,1379632.843,19,18,South Coast,4124,1178,234,0,6,0,1178,-1506.825253,0.285645005,0.714354995,12.94385606
1107,1400000US06037402403,6,37,402403,6037402403,4024.03,CT,2032376,0,18037550502,1379632.843,19,18,South Coast,5436,2812,233,25,519,0,2812,126.9266649,0.517292127,0.482707873,12.63099678
1112,1400000US06037402502,6,37,402502,6037402502,4025.02,CT,1474650,0,18037550502,1379632.843,19,18,South Coast,6682,4999,130,17,640,0,4999,2288.374208,0.748129303,0.251870697,12.77615937
1114,1400000US06037402702,6,37,402702,6037402702,4027.02,CT,1500489,0,18037550502,1379632.843,19,18,South Coast,6344,4638,453,115,105,0,4638,2007.504729,0.731084489,0.268915511,13.02406368
1117,1400000US06037402706,6,37,402706,6037402706,4027.06,CT,1073873,0,18037550502,1379632.843,19,18,South Coast,4242,2697,396,26,487,0,2697,52.36404878,0.635785007,0.364214993,13.05922538
2635,1400000US06059086407,6,59,86407,6059086407,864.07,CT,2099989,106940,18037550502,1379632.843,19,18,South Coast,6519,4796,92,113,810,0,4796,2075.947088,0.735695659,0.264304341,9.087721034
965,1400000US06037294620,6,37,294620,6037294620,2946.2,CT,841598,0,18037550502,1379632.843,19,18,South Coast,4673,3323,127,189,27,0,3323,611.6299613,0.711106356,0.288893644,10.83716259
970,1400000US06037294900,6,37,294900,6037294900,2949,CT,644544,0,18037550502,1379632.843,19,18,South Coast,3492,2820,94,73,76,0,2820,100.4432517,0.807560137,0.192439863,10.80350493
972,1400000US06037296210,6,37,296210,6037296210,2962.1,CT,559515,0,18037550502,1379632.843,19,18,South Coast,2842,1946,264,92,75,0,1946,-731.3827897,0.684729064,0.315270936,10.67544071
1126,1400000US06037403303,6,37,403303,6037403303,4033.03,CT,4365072,89183,18037550502,1379632.843,19,18,South Coast,2654,1010,59,0,1160,0,1160,-1718.239622,0.437076112,0.562923888,11.93127047
1127,1400000US06037403304,6,37,403304,6037403304,4033.04,CT,3645617,1898,18037550502,1379632.843,19,18,South Coast,5004,1250,79,0,3542,0,3542,-1473.27798,0.707833733,0.292166267,11.65916551
1134,1400000US06037403320,6,37,403320,6037403320,4033.2,CT,3919669,0,18037550502,1379632.843,19,18,South Coast,5349,1366,20,0,3431,0,3431,-1371.914824,0.641428304,0.358571696,12.12619807
1136,1400000US06037403322,6,37,403322,6037403322,4033.22,CT,2319583,0,18037550502,1379632.843,19,18,South Coast,3804,1402,95,0,1846,0,1846,-1317.308666,0.485278654,0.514721346,11.7258129
1138,1400000US06037403324,6,37,403324,6037403324,4033.24,CT,9353225,1467,18037550502,1379632.843,19,18,South Coast,6669,1810,176,113,4152,148,4152,-889.2140153,0.622582096,0.377417904,11.78953019
1143,1400000US06037403404,6,37,403404,6037403404,4034.04,CT,2389804,1424,18037550502,1379632.843,19,18,South Coast,2543,542,49,0,1720,0,1720,-2188.720443,0.676366496,0.323633504,12.18989499
1144,1400000US06037403405,6,37,403405,6037403405,4034.05,CT,3498135,0,18037550502,1379632.843,19,18,South Coast,1813,427,0,7,1173,0,1173,-2315.876467,0.646993933,0.353006067,12.50574047
1148,1400000US06037403500,6,37,403500,6037403500,4035,CT,4893419,0,18037550502,1379632.843,19,18,South Coast,1618,980,61,0,419,0,980,-1747.743458,0.605686032,0.394313968,12.659314
1153,1400000US06037403722,6,37,403722,6037403722,4037.22,CT,1803300,0,18037550502,1379632.843,19,18,South Coast,5677,2308,220,0,513,0,2308,-380.2984025,0.406552757,0.593447243,12.78258969
975,1400000US06037296401,6,37,296401,6037296401,2964.01,CT,986903,1098,18037550502,1379632.843,19,18,South Coast,3273,2251,78,0,431,0,2251,-472.526062,0.687748243,0.312251757,10.72245914
978,1400000US06037296600,6,37,296600,6037296600,2966,CT,841947,0,18037550502,1379632.843,19,18,South Coast,5275,3425,343,0,46,0,3425,767.215697,0.6492891,0.3507109,10.67544071
984,1400000US06037297201,6,37,297201,6037297201,2972.01,CT,403962,0,18037550502,1379632.843,19,18,South Coast,3696,2570,399,0,266,7,2570,-73.89170489,0.69534632,0.30465368,10.58329995
985,1400000US06037297202,6,37,297202,6037297202,2972.02,CT,575787,0,18037550502,1379632.843,19,18,South Coast,4019,2592,157,0,472,0,2592,-111.9275754,0.644936551,0.355063449,10.63273511
987,1400000US06037297400,6,37,297400,6037297400,2974,CT,2092349,956009,18037550502,1379632.843,19,18,South Coast,3711,3063,62,37,198,0,3063,335.5046242,0.825383994,0.174616006,10.67971322
992,1400000US06037300200,6,37,300200,6037300200,3002,CT,1897425,5580,18037550502,1379632.843,19,18,South Coast,5714,3273,14,0,2022,0,3273,533.596683,0.57280364,0.42719636,11.64453488
994,1400000US06037300400,6,37,300400,6037300400,3004,CT,2003278,4708,18037550502,1379632.843,19,18,South Coast,5470,3369,18,65,1142,0,3369,630.5890114,0.615904936,0.384095064,11.66865725
995,1400000US06037300501,6,37,300501,6037300501,3005.01,CT,1270796,0,18037550502,1379632.843,19,18,South Coast,2998,1940,0,35,805,0,1940,-802.8764666,0.647098065,0.352901935,11.68323497
997,1400000US06037300600,6,37,300600,6037300600,3006,CT,2226739,36667,18037550502,1379632.843,19,18,South Coast,9431,5497,60,31,3123,117,5497,2769.00846,0.58286502,0.41713498,11.68323497
999,1400000US06037300702,6,37,300702,6037300702,3007.02,CT,11397186,64997,18037550502,1379632.843,19,18,South Coast,5287,4490,0,0,558,0,4490,1747.123533,0.849252884,0.150747116,11.74511037
1004,1400000US06037301100,6,37,301100,6037301100,3011,CT,1330128,14710,18037550502,1379632.843,19,18,South Coast,6627,5194,7,60,953,0,5194,2452.860108,0.783763392,0.216236608,11.73132779
1006,1400000US06037301204,6,37,301204,6037301204,3012.04,CT,408912,0,18037550502,1379632.843,19,18,South Coast,5179,4128,124,63,584,0,4128,1415.885715,0.79706507,0.20293493,11.73132779
1007,1400000US06037301205,6,37,301205,6037301205,3012.05,CT,773299,0,18037550502,1379632.843,19,18,South Coast,2215,1705,51,9,334,10,1705,-1025.224279,0.769751693,0.230248307,11.79044804
1156,1400000US06037403901,6,37,403901,6037403901,4039.01,CT,1257912,0,18037550502,1379632.843,19,18,South Coast,3361,2425,95,0,212,0,2425,-294.3086662,0.721511455,0.278488545,13.13212127
1158,1400000US06037404000,6,37,404000,6037404000,4040,CT,1316677,3901,18037550502,1379632.843,19,18,South Coast,4865,1983,90,29,480,0,1983,-737.5490767,0.407605344,0.592394656,13.01244456
1160,1400000US06037404201,6,37,404201,6037404201,4042.01,CT,927530,0,18037550502,1379632.843,19,18,South Coast,3903,1257,58,22,167,0,1257,-1471.487704,0.322059954,0.677940046,13.12114265
1165,1400000US06037404402,6,37,404402,6037404402,4044.02,CT,3346361,19831,18037550502,1379632.843,19,18,South Coast,4938,1833,11,10,699,0,1833,-907.1475634,0.371202916,0.628797084,12.74879717
1167,1400000US06037404503,6,37,404503,6037404503,4045.03,CT,656776,0,18037550502,1379632.843,19,18,South Coast,3167,1140,27,10,412,0,1140,-1596.17825,0.359962109,0.640037891,12.88155496
1170,1400000US06037404701,6,37,404701,6037404701,4047.01,CT,1535869,163065,18037550502,1379632.843,19,18,South Coast,5589,2276,20,22,791,0,2276,-461.9148244,0.407228485,0.592771515,11.9117906
1173,1400000US06037404801,6,37,404801,6037404801,4048.01,CT,1393385,0,18037550502,1379632.843,19,18,South Coast,7502,2281,282,85,1499,0,2281,-391.9173117,0.304052253,0.695947747,12.1496348
1178,1400000US06037404903,6,37,404903,6037404903,4049.03,CT,545369,0,18037550502,1379632.843,19,18,South Coast,2652,1439,29,45,466,0,1439,-1296.682085,0.542609351,0.457390649,12.1496348
1182,1400000US06037405102,6,37,405102,6037405102,4051.02,CT,957577,0,18037550502,1379632.843,19,18,South Coast,4694,1633,83,0,762,0,1633,-1089.285651,0.347890925,0.652109075,12.25355194
1185,1400000US06037405203,6,37,405203,6037405203,4052.03,CT,719302,0,18037550502,1379632.843,19,18,South Coast,3288,1295,12,26,809,36,1295,-1444.899481,0.393856448,0.606143552,12.09533611
1190,1400000US06037405600,6,37,405600,6037405600,4056,CT,2100913,0,18037550502,1379632.843,19,18,South Coast,5420,2419,121,0,845,0,2419,-293.8585313,0.446309963,0.553690037,12.58057523
1194,1400000US06037405900,6,37,405900,6037405900,4059,CT,1320291,0,18037550502,1379632.843,19,18,South Coast,3915,1962,269,0,480,0,1962,-714.1423791,0.501149425,0.498850575,12.86276949
1195,1400000US06037406000,6,37,406000,6037406000,4060,CT,1908515,0,18037550502,1379632.843,19,18,South Coast,5457,3041,165,16,401,0,3041,339.0570815,0.557265897,0.442734103,12.58057523
1197,1400000US06037406102,6,37,406102,6037406102,4061.02,CT,1646574,0,18037550502,1379632.843,19,18,South Coast,5554,3451,157,17,408,0,3451,747.0724246,0.621353979,0.378646021,12.68576832
1012,1400000US06037301502,6,37,301502,6037301502,3015.02,CT,667447,0,18037550502,1379632.843,19,18,South Coast,6965,5777,25,59,765,0,5777,3040.325586,0.829432879,0.170567121,11.86249042
1014,1400000US06037301602,6,37,301602,6037301602,3016.02,CT,1005436,10112,18037550502,1379632.843,19,18,South Coast,3873,2415,89,8,545,0,2415,-305.7971588,0.623547637,0.376452363,11.94635253
1016,1400000US06037301702,6,37,301702,6037301702,3017.02,CT,824880,0,18037550502,1379632.843,19,18,South Coast,5870,4510,51,0,673,0,4510,1779.775721,0.768313458,0.231686542,11.76322
1019,1400000US06037301900,6,37,301900,6037301900,3019,CT,1090391,7067,18037550502,1379632.843,19,18,South Coast,7944,5999,133,0,1210,0,5999,3289.118454,0.755161128,0.244838872,11.69780095
1024,1400000US06037302103,6,37,302103,6037302103,3021.03,CT,550707,0,18037550502,1379632.843,19,18,South Coast,5604,4054,32,0,1079,0,4054,1319.062161,0.723411849,0.276588151,11.64754357
1028,1400000US06037302301,6,37,302301,6037302301,3023.01,CT,700563,0,18037550502,1379632.843,19,18,South Coast,4169,2715,63,22,846,0,2715,-12.24729367,0.651235308,0.348764692,11.76322
1029,1400000US06037302302,6,37,302302,6037302302,3023.02,CT,633035,0,18037550502,1379632.843,19,18,South Coast,5031,3513,38,0,715,0,3513,779.5506536,0.698270722,0.301729278,11.64547477
1036,1400000US06037310201,6,37,310201,6037310201,3102.01,CT,1100126,0,18037550502,1379632.843,19,18,South Coast,5480,3975,150,0,578,0,3975,1269.33585,0.725364964,0.274635036,11.91371568
1038,1400000US06037310300,6,37,310300,6037310300,3103,CT,1061198,0,18037550502,1379632.843,19,18,South Coast,2840,2272,0,0,317,0,2272,-470.8764666,0.8,0.2,11.99386993
1043,1400000US06037310701,6,37,310701,6037310701,3107.01,CT,515339,0,18037550502,1379632.843,19,18,South Coast,2501,2002,41,4,184,8,2002,-730.7051001,0.800479808,0.199520192,11.94052427
1045,1400000US06037310703,6,37,310703,6037310703,3107.03,CT,997343,0,18037550502,1379632.843,19,18,South Coast,5426,4678,171,0,255,0,4678,1977.545574,0.862145227,0.137854773,11.94052427
1050,1400000US06037311200,6,37,311200,6037311200,3112,CT,989257,0,18037550502,1379632.843,19,18,South Coast,3052,2536,53,15,136,0,2536,-193.7281148,0.830930537,0.169069463,12.25921242
1053,1400000US06037311500,6,37,311500,6037311500,3115,CT,1494635,1603,18037550502,1379632.843,19,18,South Coast,5456,4234,73,0,480,0,4234,1509.233527,0.776026393,0.223973607,12.14551729
1055,1400000US06037311700,6,37,311700,6037311700,3117,CT,2352877,0,18037550502,1379632.843,19,18,South Coast,6041,4487,253,0,572,0,4487,1806.888307,0.742757822,0.257242178,12.04099143
1082,1400000US06037401202,6,37,401202,6037401202,4012.02,CT,3145492,37405,18037550502,1379632.843,19,18,South Coast,4828,3093,24,18,411,17,3093,356.0775041,0.640637945,0.359362055,13.28022309
1204,1400000US06037406601,6,37,406601,6037406601,4066.01,CT,1968196,0,18037550502,1379632.843,19,18,South Coast,5381,2157,452,34,1133,57,2157,-473.7433531,0.40085486,0.59914514,12.18186809
1206,1400000US06037406701,6,37,406701,6037406701,4067.01,CT,942987,0,18037550502,1379632.843,19,18,South Coast,3580,1502,134,26,597,0,1502,-1207.633464,0.419553073,0.580446927,12.00328499
2713,1400000US06059099203,6,59,99203,6059099203,992.03,CT,1274203,0,18037550502,1379632.843,19,18,South Coast,6105,1692,72,67,3521,81,3521,-1033.014555,0.576740377,0.423259623,8.439045853
2717,1400000US06059099215,6,59,99215,6059099215,992.15,CT,1289364,19424,18037550502,1379632.843,19,18,South Coast,5155,3997,50,13,485,52,3997,1266.527639,0.775363725,0.224636275,8.423298251
2720,1400000US06059099220,6,59,99220,6059099220,992.2,CT,3081076,840657,18037550502,1379632.843,19,18,South Coast,5282,4579,0,32,304,37,4579,1836.123533,0.866906475,0.133093525,8.439543695
2724,1400000US06059099225,6,59,99225,6059099225,992.25,CT,3790699,33638,18037550502,1379632.843,19,18,South Coast,3263,1562,0,0,1448,1,1562,-1180.876467,0.478700582,0.521299418,8.422867819
2727,1400000US06059099229,6,59,99229,6059099229,992.29,CT,4402196,116142,18037550502,1379632.843,19,18,South Coast,6484,3420,169,0,2277,0,3420,719.0494099,0.52745219,0.47254781,8.401514602
2732,1400000US06059099234,6,59,99234,6059099234,992.34,CT,1276882,0,18037550502,1379632.843,19,18,South Coast,3408,1972,28,8,1045,15,1972,-763.9301675,0.578638498,0.421361502,8.47680845
2734,1400000US06059099237,6,59,99237,6059099237,992.37,CT,1272336,13232,18037550502,1379632.843,19,18,South Coast,3795,2864,39,36,467,0,2864,130.7987357,0.754677207,0.245322793,8.391278484
2741,1400000US06059099244,6,59,99244,6059099244,992.44,CT,1301396,0,18037550502,1379632.843,19,18,South Coast,3498,2931,0,0,372,0,2931,188.1235334,0.837907376,0.162092624,8.475044952
2744,1400000US06059099247,6,59,99247,6059099247,992.47,CT,615518,0,18037550502,1379632.843,19,18,South Coast,3428,937,10,54,1712,0,1712,-1803.395645,0.499416569,0.500583431,8.385184823
2747,1400000US06059099250,6,59,99250,6059099250,992.5,CT,1300648,0,18037550502,1379632.843,19,18,South Coast,2927,1600,59,0,971,35,1600,-1128.239622,0.54663478,0.45336522,8.47680845
2751,1400000US06059099307,6,59,99307,6059099307,993.07,CT,1151048,1011772,18037550502,1379632.843,19,18,South Coast,2584,2189,0,10,223,42,2189,-553.8764666,0.847136223,0.152863777,8.527214474
2752,1400000US06059099308,6,59,99308,6059099308,993.08,CT,3060683,897184,18037550502,1379632.843,19,18,South Coast,5790,4903,16,0,740,5,4903,2164.092847,0.846804836,0.153195164,8.69840671
2756,1400000US06059099402,6,59,99402,6059099402,994.02,CT,2599299,0,18037550502,1379632.843,19,18,South Coast,9152,5064,0,89,451,0,5064,2321.123533,0.553321678,0.446678322,8.661514774
2761,1400000US06059099408,6,59,99408,6059099408,994.08,CT,1331052,0,18037550502,1379632.843,19,18,South Coast,4256,3199,54,2,770,2,3199,469.5199673,0.751644737,0.248355263,8.923072089
1085,1400000US06037401304,6,37,401304,6037401304,4013.04,CT,10590598,994226,18037550502,1379632.843,19,18,South Coast,5822,3839,74,0,1449,0,3839,1114.48161,0.659395397,0.340604603,13.04114291
1087,1400000US06037401312,6,37,401312,6037401312,4013.12,CT,2807852,0,18037550502,1379632.843,19,18,South Coast,5637,3835,113,21,608,0,3835,1120.156812,0.680326415,0.319673585,13.16631884
1090,1400000US06037401602,6,37,401602,6037401602,4016.02,CT,2025761,0,18037550502,1379632.843,19,18,South Coast,5794,4239,420,60,231,0,4239,1600.318019,0.731618916,0.268381084,13.24787639
1095,1400000US06037401800,6,37,401800,6037401800,4018,CT,6016708,12321,18037550502,1379632.843,19,18,South Coast,7822,6543,86,123,627,4,6543,3821.458595,0.836486832,0.163513168,13.36740439
2581,1400000US06059075303,6,59,75303,6059075303,753.03,CT,1367996,0,18037550502,1379632.843,19,18,South Coast,3106,2112,0,0,207,0,2112,-630.8764666,0.679974243,0.320025757,8.37544487
2583,1400000US06059075403,6,59,75403,6059075403,754.03,CT,2498781,0,18037550502,1379632.843,19,18,South Coast,7534,4783,143,89,656,9,4783,2075.599275,0.634855323,0.365144677,8.401742155
2586,1400000US06059075504,6,59,75504,6059075504,755.04,CT,2015181,0,18037550502,1379632.843,19,18,South Coast,4371,3287,159,0,327,66,3287,583.5685888,0.75200183,0.24799817,8.416388821
2590,1400000US06059075512,6,59,75512,6059075512,755.12,CT,627957,0,18037550502,1379632.843,19,18,South Coast,3587,1471,205,2,655,22,1471,-1221.019634,0.410091999,0.589908001,8.216452357
2593,1400000US06059075515,6,59,75515,6059075515,755.15,CT,18979014,33451,18037550502,1379632.843,19,18,South Coast,15681,6893,419,7,4473,50,6893,4254.069937,0.439576558,0.560423442,8.085503481
2763,1400000US06059099411,6,59,99411,6059099411,994.11,CT,1328456,0,18037550502,1379632.843,19,18,South Coast,5410,3803,40,43,706,110,3803,1070.046818,0.702957486,0.297042514,8.661514774
2766,1400000US06059099415,6,59,99415,6059099415,994.15,CT,7460917,2285815,18037550502,1379632.843,19,18,South Coast,5508,4668,19,7,562,0,4668,1929.837094,0.847494553,0.152505447,8.844208407
2768,1400000US06059099417,6,59,99417,6059099417,994.17,CT,2576061,1047855,18037550502,1379632.843,19,18,South Coast,4145,3260,15,0,454,0,3260,520.8447651,0.786489747,0.213510253,9.132040138
2771,1400000US06059099506,6,59,99506,6059099506,995.06,CT,705478,1993772,18037550502,1379632.843,19,18,South Coast,1014,818,28,11,53,0,818,-1917.930167,0.806706114,0.193293886,9.46284782
2775,1400000US06059099511,6,59,99511,6059099511,995.11,CT,820286,1480644,18037550502,1379632.843,19,18,South Coast,3154,2600,0,0,133,12,2600,-142.8764666,0.824350032,0.175649968,9.684187875
2776,1400000US06059099512,6,59,99512,6059099512,995.12,CT,616505,1505,18037550502,1379632.843,19,18,South Coast,2976,2388,63,10,173,0,2388,-339.2472937,0.802419355,0.197580645,9.684187875
2778,1400000US06059099514,6,59,99514,6059099514,995.14,CT,1817114,670952,18037550502,1379632.843,19,18,South Coast,5010,3930,24,0,922,0,3930,1193.077504,0.784431138,0.215568862,9.324630108
