AFFGEOID,Total,White,Black,AIndian,Asian,Hawaiian,Max,Diversity
1400000US06075021000,4556,3410,26,26,578,0,3410,0.748463565
1400000US06075021100,3993,3080,75,17,480,0,3080,0.771349862
1400000US06075021200,2842,2325,33,0,277,0,2325,0.818085855
1400000US06075021300,2626,2113,0,0,316,0,2113,0.804645849
1400000US06075021400,3459,2715,9,13,471,0,2715,0.784908933
1400000US06075021500,5129,3958,196,0,538,15,3958,0.771690388
1400000US06075021600,4335,2585,289,74,846,11,2585,0.596309112
1400000US06075021700,4079,2536,504,10,701,0,2536,0.62172101
1400000US06075021800,4238,3322,75,17,334,0,3322,0.783860311
1400000US06075022600,1866,1145,154,0,484,0,1145,0.613612004
1400000US06075022702,2297,1724,56,0,301,0,1724,0.750544188
1400000US06075022704,3314,2451,32,11,568,0,2451,0.73958962
1400000US06075022801,4988,3123,197,0,736,18,3123,0.626102646
1400000US06075022802,2220,1188,85,9,400,0,1188,0.535135135
1400000US06075022803,4930,2950,99,27,415,0,2950,0.598377282
1400000US06075022901,5024,2581,199,35,488,0,2581,0.513734076
1400000US06075022902,2460,1635,217,0,186,20,1635,0.664634146
1400000US06075022903,3097,1686,68,4,423,0,1686,0.544397804
1400000US06075023001,4835,759,707,0,3185,0,3185,0.658738366
1400000US06075023003,4369,658,1504,11,1835,0,1835,0.420004578
1400000US06075023102,4870,462,3216,0,627,272,3216,0.66036961
1400000US06075023103,2934,373,1485,0,91,314,1485,0.506134969
1400000US06075023200,4319,1108,1966,161,713,28,1966,0.455197962
1400000US06075023300,3367,494,335,0,2257,0,2257,0.67032967
1400000US06075023400,3699,465,811,43,836,75,836,0.226007029
1400000US06075025100,3402,2269,230,6,596,0,2269,0.666960611
1400000US06075025200,5957,3885,226,3,600,22,3885,0.652173913
1400000US06075025300,4718,3045,180,12,563,0,3045,0.645400593
1400000US06075025401,3351,1757,295,9,325,23,1757,0.524321098
1400000US06075025402,3287,1807,67,0,784,81,1807,0.549741406
1400000US06075025403,5125,2366,458,35,1209,0,2366,0.461658537
1400000US06075025500,8696,3048,69,124,3271,0,3271,0.376149954
1400000US06075025600,5578,1557,143,14,3139,0,3139,0.562746504
1400000US06075025701,5116,1442,291,31,2967,6,2967,0.57994527
1400000US06075025702,4831,961,157,8,2832,0,2832,0.586214034
1400000US06075025800,1994,496,108,0,996,0,996,0.499498495
1400000US06075025900,3996,1079,357,9,1992,0,1992,0.498498498
1400000US06075026001,5448,1766,163,17,2023,71,2023,0.371328928
1400000US06075026002,3549,1314,145,10,1324,0,1324,0.373062835
1400000US06075026003,5097,1788,35,45,2402,1,2402,0.471257603
1400000US06075026004,4658,1637,78,0,2360,0,2360,0.506655217
1400000US06075026100,7047,1738,81,31,4074,30,4074,0.578118348
1400000US06075026200,7867,1861,91,56,4917,0,4917,0.625015889
1400000US06075026301,4672,1286,48,35,2353,19,2353,0.503638699
1400000US06075026302,5295,1607,118,0,2699,171,2699,0.509726157
1400000US06075026303,5365,1681,113,7,2844,0,2844,0.530102516
1400000US06075026401,3802,348,492,0,2524,0,2524,0.663861126
1400000US06075026402,4155,650,516,0,2555,0,2555,0.614921781
1400000US06075026403,3833,406,169,6,2794,0,2794,0.728932951
1400000US06075026404,2476,411,462,3,1358,0,1358,0.548465267
1400000US06075030101,4728,3215,100,0,1001,0,3215,0.67999154
1400000US06075030102,5229,3552,99,86,1022,18,3552,0.679288583
1400000US06075030201,4184,2516,8,0,1362,32,2516,0.601338432
1400000US06075030202,4296,2521,84,0,1111,0,2521,0.586824953
1400000US06075030301,5648,2951,47,0,2232,0,2951,0.522485836
1400000US06075030302,3936,1807,28,0,1864,0,1864,0.473577236
1400000US06075030400,5411,2593,111,7,2279,0,2593,0.479209019
1400000US06075030500,2825,1673,216,26,594,2,1673,0.592212389
1400000US06075030600,2353,1546,14,0,618,0,1546,0.657033574
1400000US06075030700,6905,4037,62,18,1779,0,4037,0.584648805
1400000US06075030800,5646,3345,100,0,1716,29,3345,0.592454835
1400000US06075030900,6619,3258,179,0,2708,45,3258,0.492219368
1400000US06075031000,3744,1952,160,4,1185,0,1952,0.521367521
1400000US06075031100,6602,3559,468,0,2000,0,3559,0.539079067
1400000US06075031201,7169,1586,375,33,4367,0,4367,0.609150509
1400000US06075031202,2982,496,543,13,1507,31,1507,0.505365526
1400000US06075031301,4363,973,973,129,1941,0,1941,0.444877378
1400000US06075031302,6301,1377,904,0,3033,0,3033,0.481352166
1400000US06075031400,6578,1579,1016,10,3105,0,3105,0.472027972
1400000US06075032601,4766,1746,35,0,2498,0,2498,0.524129249
1400000US06075032602,4540,1774,12,5,2366,0,2366,0.521145374
1400000US06075032700,7130,2610,1,0,4094,0,4094,0.574193548
1400000US06075032801,4111,1200,22,6,2670,0,2670,0.649477013
1400000US06075032802,3986,825,84,0,2771,13,2771,0.695183141
1400000US06075032901,5582,1799,47,0,3297,7,3297,0.590648513
1400000US06075032902,3995,1242,67,16,2437,0,2437,0.610012516
1400000US06075033000,8770,3680,65,48,4537,0,4537,0.517331813
1400000US06075033100,4677,1741,1,0,2884,0,2884,0.616634595
1400000US06075033201,3702,1998,287,14,657,0,1998,0.539708266
1400000US06075033203,3931,1884,273,0,1330,0,1884,0.479267362
1400000US06075033204,3736,1684,303,0,1282,0,1684,0.450749465
1400000US06075035100,8031,2958,84,0,4487,2,4487,0.558709999
1400000US06075035201,5439,2015,1,0,2888,180,2888,0.53097996
1400000US06075035202,4551,2057,19,0,1880,37,2057,0.451988574
1400000US06075035300,7885,2049,94,0,5291,9,5291,0.671020926
1400000US06075035400,6330,2433,88,0,3314,0,3314,0.523538705
1400000US06075040100,4346,2789,51,0,1328,9,2789,0.641739531
1400000US06075040200,5045,2558,135,0,1855,0,2558,0.50703667
1400000US06075042601,4111,1846,133,0,1760,0,1846,0.449039163
1400000US06075042602,3487,1953,47,24,977,222,1953,0.560080298
1400000US06075042700,5370,2693,143,18,2078,130,2693,0.501489758
1400000US06075042800,2357,1716,10,0,525,0,1716,0.728044124
1400000US06075045100,5053,2614,131,0,1981,30,2614,0.517316446
1400000US06075045200,6896,3652,22,6,2730,43,3652,0.529582367
1400000US06075047600,5586,2306,55,18,2794,0,2794,0.500179019
1400000US06075047701,4016,1600,26,0,2128,87,2128,0.529880478
1400000US06075047702,4221,1725,54,4,2261,0,2261,0.535655058
1400000US06075047801,4001,1395,40,0,2193,0,2193,0.548112972
1400000US06075047802,3952,1329,0,28,2330,0,2330,0.589574899
1400000US06075047901,6571,3490,159,0,2461,21,3490,0.531121595
1400000US06075047902,3669,1842,52,0,1375,0,1842,0.502044154
1400000US06075060100,3451,2885,50,0,384,0,2885,0.835989568
1400000US06075060400,1854,1121,45,0,327,0,1121,0.604638619
1400000US06075060502,3184,563,562,56,906,424,906,0.284547739
1400000US06075060700,9804,4019,484,0,4487,0,4487,0.457670339
1400000US06075061000,4474,826,551,19,2258,67,2258,0.504693786
1400000US06075061100,4488,230,22,16,4012,0,4012,0.893939394
1400000US06075061200,4023,878,935,67,1017,0,1017,0.252796421
1400000US06075061400,5625,3862,290,0,846,136,3862,0.686577778
1400000US06075061500,12391,7506,257,115,3960,0,7506,0.605762247
1400000US06075980200,299,215,17,0,55,0,215,0.719063545
1400000US06075980300,45,40,0,0,0,0,40,0.888888889
1400000US06075980501,850,100,155,0,361,105,361,0.424705882
1400000US06075980600,401,97,226,0,70,0,226,0.563591022
1400000US06075980900,246,124,32,0,42,7,124,0.504065041
1400000US06077000100,3571,1582,647,160,461,0,1582,0.443013162
1400000US06077000300,1914,986,240,21,180,0,986,0.515151515
1400000US06077000401,3267,2033,559,40,220,0,2033,0.62228344
1400000US06077000402,3833,1995,874,47,221,0,1995,0.520480042
1400000US06077000500,2743,1439,25,62,58,0,1439,0.524608093
1400000US06077000600,2118,1119,64,24,200,0,1119,0.528328612
1400000US06077000700,4871,1609,268,0,535,52,1609,0.330322316
1400000US06077000801,7432,3131,842,106,1291,115,3131,0.421286329
1400000US06077000900,6136,3581,617,183,702,0,3581,0.583604954
1400000US06077001000,4897,3478,171,42,293,59,3478,0.710230754
1400000US06077001101,5493,3463,324,100,281,0,3463,0.63043874
1400000US06077001102,4409,2903,172,20,287,0,2903,0.658425947
1400000US06077001200,5415,3981,131,78,803,38,3981,0.735180055
1400000US06077001300,5677,4035,298,264,358,0,4035,0.710762727
1400000US06077001400,5087,2783,354,36,898,10,2783,0.547080794
1400000US06077001500,8101,3704,237,93,1597,0,3704,0.457227503
1400000US06077001600,2299,1567,14,37,264,0,1567,0.681600696
1400000US06077001700,4014,2119,80,79,233,0,2119,0.527902342
1400000US06077001800,3450,2026,59,52,131,0,2026,0.587246377
1400000US06077001900,5366,2808,555,0,344,0,2808,0.523294819
1400000US06077002000,4035,1723,743,16,236,28,1723,0.427013631
1400000US06077002100,5475,2733,668,18,402,0,2733,0.499178082
1400000US06077002201,2761,1213,718,7,58,0,1213,0.439333575
1400000US06077002202,5847,2670,1178,21,440,0,2670,0.456644433
1400000US06077002300,4942,1910,173,69,466,43,1910,0.386483205
1400000US06077002401,4480,1431,295,50,1177,0,1431,0.319419643
1400000US06077002402,2120,794,127,32,175,0,794,0.374528302
1400000US06077002503,2476,618,370,2,883,0,883,0.356623586
1400000US06077002504,4939,1525,410,5,1557,0,1557,0.315246001
1400000US06077002701,6559,3327,77,172,179,37,3327,0.507241958
1400000US06077002702,4613,2728,97,289,47,0,2728,0.591372209
1400000US06077002800,6066,2021,807,0,538,55,2021,0.33316848
1400000US06077003106,3594,2680,104,0,494,0,2680,0.745687257
1400000US06077003108,4369,3008,372,96,465,0,3008,0.688487068
1400000US06077003109,5344,3385,382,6,473,0,3385,0.633420659
1400000US06077003110,3384,1482,612,200,231,28,1482,0.437943262
1400000US06077003111,3680,1642,625,12,533,25,1642,0.446195652
1400000US06077003112,3465,1904,309,46,614,0,1904,0.549494949
1400000US06077003113,6100,2336,1347,47,1528,0,2336,0.38295082
1400000US06077003114,9682,6242,630,23,2126,0,6242,0.644701508
1400000US06077003203,3691,2709,64,0,250,0,2709,0.73394744
1400000US06077003205,3942,2519,321,23,372,14,2519,0.639015728
1400000US06077003208,13184,5928,1714,67,3614,186,5928,0.449635922
1400000US06077003209,3296,2063,269,121,316,11,2063,0.625910194
1400000US06077003210,2850,1738,300,0,474,0,1738,0.609824561
1400000US06077003213,4972,2219,575,0,1189,10,2219,0.446299276
1400000US06077003214,3150,1961,158,0,574,16,1961,0.622539683
1400000US06077003215,3693,2182,363,26,416,28,2182,0.590847549
1400000US06077003216,3214,1378,518,19,682,13,1378,0.428749222
1400000US06077003217,3299,1162,601,22,995,0,1162,0.352227948
1400000US06077003305,3975,2385,283,5,319,138,2385,0.6
1400000US06077003306,4788,1930,686,59,1207,161,1930,0.403091061
1400000US06077003307,5207,2681,586,14,906,55,2681,0.51488381
1400000US06077003308,1450,750,177,4,141,0,750,0.517241379
1400000US06077003310,4134,1790,549,15,1179,0,1790,0.432994678
1400000US06077003311,3268,1739,350,79,736,60,1739,0.532129743
1400000US06077003312,2890,931,339,84,541,0,931,0.322145329
1400000US06077003313,2883,969,313,3,932,0,969,0.336108221
1400000US06077003403,5174,1237,651,7,2610,65,2610,0.504445303
1400000US06077003404,6620,1730,787,0,3120,45,3120,0.471299094
1400000US06077003405,3984,1495,227,19,1793,0,1793,0.450050201
1400000US06077003406,3894,1390,876,8,1006,0,1390,0.356959425
1400000US06077003407,2990,1339,419,24,725,145,1339,0.447826087
1400000US06077003409,4782,1789,339,210,1602,0,1789,0.374111251
1400000US06077003410,5937,1918,788,161,2097,240,2097,0.353208691
1400000US06077003500,20719,6819,1495,95,8323,451,8323,0.401708577
1400000US06077003601,3481,2533,53,1,119,16,2533,0.727664464
1400000US06077003602,3435,2661,2,61,65,0,2661,0.774672489
1400000US06077003700,2993,2035,9,5,103,0,2035,0.679919813
1400000US06077003801,12828,4180,2591,66,2810,0,4180,0.325849704
1400000US06077003802,6255,2110,1428,27,1315,12,2110,0.337330136
1400000US06077003803,6008,3490,736,45,618,6,3490,0.580892144
1400000US06077003900,1648,1345,51,46,19,0,1345,0.816140777
1400000US06077004001,2050,1729,13,39,97,0,1729,0.843414634
1400000US06077004002,11605,5176,1304,0,3630,161,5176,0.446014649
1400000US06077004102,7497,3856,145,15,2373,152,3856,0.514339069
1400000US06077004104,3496,3050,22,0,170,140,3050,0.872425629
1400000US06077004105,4608,4106,13,0,238,0,4106,0.891059028
1400000US06077004106,1891,1619,12,20,76,0,1619,0.856160762
1400000US06077004201,6060,5098,27,131,227,0,5098,0.841254125
1400000US06077004202,1593,1456,19,0,53,0,1456,0.913998745
1400000US06077004203,3872,2949,59,1,148,0,2949,0.761621901
1400000US06077004204,2951,2693,0,7,59,9,2693,0.912572009
1400000US06077004302,5747,4779,9,17,311,0,4779,0.831564294
1400000US06077004303,5137,4234,32,10,424,0,4234,0.824216469
1400000US06077004305,6182,5137,117,0,660,19,5137,0.830960854
1400000US06077004307,3581,2301,240,17,481,0,2301,0.642557945
1400000US06077004308,3953,1993,7,0,543,0,1993,0.504174045
1400000US06077004402,5198,3735,108,49,529,0,3735,0.718545594
1400000US06077004403,4172,1631,153,0,580,0,1631,0.390939597
1400000US06077004404,3484,2300,20,28,312,0,2300,0.660160735
1400000US06077004501,2639,2122,0,10,203,0,2122,0.804092459
1400000US06077004502,4489,2681,25,100,299,53,2681,0.597237692
1400000US06077004600,6866,5505,12,15,214,0,5505,0.801776872
1400000US06077004701,2669,2386,0,7,104,0,2386,0.893967778
1400000US06077004703,3579,3020,6,16,99,0,3020,0.84381112
1400000US06077004704,4662,3719,11,21,113,0,3719,0.797726298
1400000US06077004800,5479,3963,50,212,0,0,3963,0.723307173
1400000US06077004901,7351,6743,0,39,93,25,6743,0.917290165
1400000US06077004902,6215,5156,19,66,2,4,5156,0.829605792
1400000US06077005001,5598,5064,48,6,122,0,5064,0.904608789
1400000US06077005003,5560,4810,65,19,252,0,4810,0.865107914
1400000US06077005004,5713,5072,58,49,49,0,5072,0.887799755
1400000US06077005106,5833,3661,339,5,740,6,3661,0.627635865
1400000US06077005108,4411,3243,78,58,155,0,3243,0.735207436
1400000US06077005109,3914,3031,83,0,59,0,3031,0.774399591
1400000US06077005110,7754,5480,258,237,222,16,5480,0.706732009
1400000US06077005113,6090,4367,260,58,551,0,4367,0.717077176
1400000US06077005114,8852,5860,597,51,1437,115,5860,0.661997289
1400000US06077005119,6100,2529,828,70,1830,0,2529,0.414590164
1400000US06077005122,4785,3370,158,2,493,22,3370,0.704284222
1400000US06077005123,4645,2727,282,0,489,0,2727,0.587082885
1400000US06077005124,3257,2263,75,9,202,7,2263,0.694811176
1400000US06077005125,1869,1362,69,0,18,0,1362,0.728731942
1400000US06077005126,4515,3039,145,58,276,50,3039,0.673089701
1400000US06077005127,5442,2583,496,6,1342,79,2583,0.474641676
1400000US06077005129,3364,2131,92,8,399,22,2131,0.633472057
1400000US06077005130,2984,1666,61,81,291,0,1666,0.558310992
1400000US06077005131,4626,3349,298,7,102,35,3349,0.723951578
1400000US06077005132,3140,2471,22,11,112,0,2471,0.786942675
1400000US06077005133,4126,3351,57,21,57,0,3351,0.812166747
1400000US06077005134,4816,3053,195,22,280,0,3053,0.633928571
1400000US06077005135,6087,4617,45,94,412,0,4617,0.758501725
1400000US06077005202,7886,5543,129,0,966,6,5543,0.7028912
1400000US06077005206,20202,9242,1851,56,5135,264,9242,0.457479457
1400000US06077005207,14890,6695,1224,0,4501,222,6695,0.449630625
1400000US06077005208,5506,3593,306,0,590,0,3593,0.652560843
1400000US06077005209,7150,3394,858,201,770,102,3394,0.474685315
1400000US06077005210,11454,7011,820,0,1799,74,7011,0.612100576
1400000US06077005302,6868,5015,8,24,150,0,5015,0.73019802
1400000US06077005303,4681,3020,51,68,35,1,3020,0.64516129
1400000US06077005305,6749,4526,474,13,692,0,4526,0.670617869
1400000US06077005307,3103,1735,231,9,276,174,1735,0.55913632
1400000US06077005308,4096,2422,238,14,743,0,2422,0.591308594
1400000US06077005403,5845,3563,731,5,596,6,3563,0.609580838
1400000US06077005405,3536,1991,268,0,387,21,1991,0.563065611
1400000US06077005406,3181,2138,113,9,293,0,2138,0.672115687
1400000US06077005501,4776,3107,739,46,150,33,3107,0.650544389
1400000US06077005502,1962,1408,111,26,311,0,1408,0.717635066
1400000US06079010002,3782,3123,43,51,29,0,3123,0.82575357
1400000US06079010016,5524,4114,0,41,36,0,4114,0.744750181
1400000US06079010101,1842,1788,0,0,11,0,1788,0.970684039
1400000US06079010102,7170,5235,183,122,114,0,5235,0.730125523
1400000US06079010201,7104,6066,104,85,149,0,6066,0.853885135
1400000US06079010202,5733,4738,189,0,151,0,4738,0.826443398
1400000US06079010204,5558,4450,220,198,269,0,4450,0.800647715
1400000US06079010205,4260,3287,314,26,23,0,3287,0.771596244
1400000US06079010300,9738,8299,184,90,78,21,8299,0.852228384
1400000US06079010403,4049,3797,0,73,33,0,3797,0.93776241
1400000US06079010404,2197,1921,8,0,0,0,1921,0.874374147
1400000US06079010503,5024,4838,0,0,37,0,4838,0.962977707
1400000US06079010504,2553,2379,0,6,161,0,2379,0.931844888
1400000US06079010602,4015,3782,0,30,73,0,3782,0.941967621
1400000US06079010603,1458,1297,3,0,105,0,1297,0.88957476
1400000US06079010701,5083,4315,39,76,276,0,4315,0.848908125
1400000US06079010703,3222,2676,9,0,273,0,2676,0.830540037
1400000US06079010707,5959,5288,0,28,246,0,5288,0.887397214
1400000US06079010901,9023,6825,81,58,1213,8,6825,0.75640031
1400000US06079010902,4085,3574,71,0,223,0,3574,0.874908201
1400000US06079011001,5268,4195,359,32,377,0,4195,0.796317388
1400000US06079011002,3191,2668,0,0,273,0,2668,0.836101536
1400000US06079011101,3217,2666,43,0,209,0,2666,0.828722412
1400000US06079011102,5039,4109,294,29,254,0,4109,0.815439571
1400000US06079011103,2588,2257,15,19,140,0,2257,0.872102009
1400000US06079011200,7377,6519,165,0,379,0,6519,0.883692558
1400000US06079011300,8228,6719,189,11,773,0,6719,0.816601847
1400000US06079011400,4223,1428,1575,59,161,24,1575,0.372957613
1400000US06079011501,1661,1384,9,0,129,0,1384,0.833232992
1400000US06079011503,3554,3139,151,0,105,0,3139,0.883230163
1400000US06079011504,1550,1214,46,16,107,0,1214,0.783225806
1400000US06079011600,4292,3971,18,24,99,0,3971,0.925209692
1400000US06079011701,4813,4574,56,14,100,0,4574,0.950342822
1400000US06079011704,2941,2568,19,0,64,0,2568,0.87317239
1400000US06079011800,7386,6541,2,0,276,0,6541,0.885594368
1400000US06079011901,3139,2747,8,21,101,0,2747,0.875119465
1400000US06079011902,8293,7107,211,71,596,0,7107,0.856987821
1400000US06079012000,7721,6319,312,227,224,10,6319,0.818417303
1400000US06079012102,5655,4614,44,98,365,0,4614,0.815915119
1400000US06079012200,7207,5442,0,64,72,0,5442,0.755099209
1400000US06079012302,4965,4478,0,42,30,0,4478,0.901913394
1400000US06079012304,9833,8758,66,35,692,0,8758,0.89067426
1400000US06079012401,6673,5802,71,28,88,0,5802,0.869474
1400000US06079012402,9758,7931,96,34,243,0,7931,0.81276901
1400000US06079012502,5058,4410,113,19,43,0,4410,0.871886121
1400000US06079012503,5516,4640,0,29,246,0,4640,0.841189268
1400000US06079012505,5123,4728,17,22,134,22,4728,0.92289674
1400000US06079012600,7927,7388,171,0,59,0,7388,0.932004541
1400000US06079012702,6935,6426,10,0,90,0,6426,0.926604182
1400000US06079012704,8970,8060,138,110,180,0,8060,0.898550725
1400000US06079012800,460,250,142,10,22,0,250,0.543478261
1400000US06079012900,5662,4989,0,78,61,0,4989,0.881137407
1400000US06079013000,2582,2128,3,69,13,0,2128,0.824167312
1400000US06081600100,5025,2474,98,16,1575,0,2474,0.492338308
1400000US06081600200,4371,458,178,7,2645,0,2645,0.605124685
1400000US06081600300,4018,854,120,42,2086,0,2086,0.519163763
1400000US06081600401,3527,1070,200,0,2069,17,2069,0.586617522
1400000US06081600402,4672,1037,81,65,2646,0,2646,0.56635274
1400000US06081600500,7588,1468,181,0,4457,0,4457,0.587374802
1400000US06081600600,5412,1503,120,0,2639,53,2639,0.487620103
1400000US06081600700,7715,2001,339,0,4294,0,4294,0.556578095
1400000US06081600800,6901,1644,342,42,3972,0,3972,0.575568758
1400000US06081600900,3948,1756,0,139,1615,20,1756,0.444782168
1400000US06081601000,6980,1679,368,0,4358,0,4358,0.624355301
1400000US06081601100,5828,1438,47,5,4023,7,4023,0.690288264
1400000US06081601200,6285,2010,72,76,2828,0,2828,0.449960223
1400000US06081601300,8668,2645,162,0,3653,16,3653,0.421435164
1400000US06081601400,6945,1027,349,20,4906,0,4906,0.706407487
1400000US06081601501,5031,588,23,0,4126,38,4126,0.820115285
1400000US06081601502,5906,1295,152,6,2896,96,2896,0.490348798
1400000US06081601601,2825,1236,68,27,865,0,1236,0.437522124
1400000US06081601603,5992,1102,65,0,4238,12,4238,0.707276368
1400000US06081601604,2839,1177,88,0,1149,9,1177,0.4145826
1400000US06081601605,6286,684,303,10,4870,14,4870,0.774737512
1400000US06081601700,4643,1764,43,0,1608,72,1764,0.379926771
1400000US06081601800,6318,3424,112,27,1775,100,3424,0.541943653
1400000US06081601901,4377,2145,71,1,1591,0,2145,0.490061686
1400000US06081601902,5267,1949,85,0,2324,141,2324,0.441237896
1400000US06081602000,8139,2750,55,0,3579,38,3579,0.439734611
1400000US06081602100,3103,1322,91,29,324,158,1322,0.426039317
1400000US06081602200,7746,3449,308,32,1605,89,3449,0.445262071
1400000US06081602300,3951,1813,161,59,935,257,1813,0.458871172
1400000US06081602400,7556,3464,196,11,2262,348,3464,0.458443621
1400000US06081602500,5636,1274,272,31,3239,200,3239,0.574698368
1400000US06081602600,8485,1572,162,0,5945,132,5945,0.700648203
1400000US06081602700,5796,2184,356,0,2206,179,2206,0.380607315
1400000US06081602800,4350,1523,264,0,1958,31,1958,0.450114943
1400000US06081602900,3776,2347,110,8,1023,49,2347,0.621557203
1400000US06081603000,4549,3476,51,35,533,31,3476,0.764123983
1400000US06081603100,3526,2477,35,1,335,0,2477,0.702495746
1400000US06081603200,3865,3122,71,14,212,0,3122,0.807761966
1400000US06081603300,6772,5069,48,43,619,0,5069,0.748523331
1400000US06081603400,5782,4312,89,0,558,0,4312,0.745762712
1400000US06081603700,5560,2192,67,8,1678,451,2192,0.394244604
1400000US06081603801,2111,982,0,36,879,0,982,0.465182378
1400000US06081603802,4781,2932,89,27,1086,40,2932,0.613260824
1400000US06081603900,5395,3425,147,0,922,0,3425,0.634847081
1400000US06081604000,3238,2098,58,7,688,18,2098,0.647930821
1400000US06081604101,8163,3978,156,13,1629,418,3978,0.487320838
1400000US06081604102,2772,1231,106,8,1192,115,1231,0.444083694
1400000US06081604200,4263,2576,23,0,748,0,2576,0.604269294
1400000US06081604400,5055,2060,27,11,2339,34,2339,0.462710188
1400000US06081604500,3458,1967,82,23,1253,0,1967,0.568825911
1400000US06081604600,2661,1223,0,0,1311,16,1311,0.492671928
1400000US06081604700,2659,1368,13,0,1019,112,1368,0.514479127
1400000US06081604800,5183,2624,90,20,2073,24,2624,0.5062705
1400000US06081604900,3161,1465,12,0,1524,11,1524,0.48212591
1400000US06081605000,8722,5134,138,18,2888,6,5134,0.588626462
1400000US06081605100,3099,2199,26,0,598,0,2199,0.709583737
1400000US06081605200,3948,2932,61,7,672,29,2932,0.742654509
1400000US06081605300,4681,3433,60,46,731,14,3433,0.733390301
1400000US06081605400,5779,3939,23,40,756,0,3939,0.681605814
1400000US06081605500,4846,3509,61,26,810,59,3509,0.724102352
1400000US06081605600,5703,3887,67,8,1538,0,3887,0.681571103
1400000US06081605700,5445,3580,0,0,1496,0,3580,0.65748393
1400000US06081605800,2710,2023,57,0,382,0,2023,0.746494465
1400000US06081605900,6226,4467,173,0,833,32,4467,0.717475104
1400000US06081606000,5505,3532,270,23,990,0,3532,0.641598547
1400000US06081606100,4091,1929,76,99,814,199,1929,0.471522855
1400000US06081606200,8572,4754,386,181,1089,428,4754,0.55459636
1400000US06081606300,4268,2610,151,5,818,0,2610,0.611527648
1400000US06081606400,4896,3427,68,17,1009,0,3427,0.69995915
1400000US06081606500,3559,2840,16,0,548,26,2840,0.79797696
1400000US06081606600,3621,2493,25,0,629,0,2493,0.688483844
1400000US06081606700,2372,1608,0,14,590,0,1608,0.677908938
1400000US06081606800,3544,2177,11,0,1194,0,2177,0.614277652
1400000US06081606900,2355,1608,9,0,512,18,1608,0.682802548
1400000US06081607000,3257,2154,6,0,775,0,2154,0.661344796
1400000US06081607100,3142,2267,48,0,547,133,2267,0.721514959
1400000US06081607200,3976,2460,66,0,829,0,2460,0.618712274
1400000US06081607300,3574,2815,0,5,509,0,2815,0.787632904
1400000US06081607400,4534,2641,113,11,1087,14,2641,0.582487869
1400000US06081607500,3840,2216,151,0,1029,34,2216,0.577083333
1400000US06081607600,3408,2315,103,10,618,28,2315,0.679284038
1400000US06081607701,4532,2364,119,23,752,664,2364,0.521624007
1400000US06081607702,2960,1682,76,0,301,53,1682,0.568243243
1400000US06081607800,3112,1787,49,11,747,53,1787,0.574228792
1400000US06081607900,3236,1792,52,0,1211,0,1792,0.553770087
1400000US06081608001,3599,1501,9,16,1813,8,1813,0.503751042
1400000US06081608002,3414,1663,39,0,1254,0,1663,0.487111892
1400000US06081608004,6532,3046,315,0,2937,10,3046,0.466319657
1400000US06081608013,4361,2106,19,25,2017,0,2106,0.482916762
1400000US06081608023,2626,1183,10,0,1243,28,1243,0.473343488
1400000US06081608100,3911,1718,154,0,1875,1,1875,0.479417029
1400000US06081608200,3806,1689,21,27,1729,0,1729,0.454282712
1400000US06081608300,3560,1536,50,0,1725,1,1725,0.484550562
1400000US06081608400,5482,3266,55,0,1479,127,3266,0.595767968
1400000US06081608501,4999,3653,25,28,758,24,3653,0.730746149
1400000US06081608502,2641,1744,56,0,681,0,1744,0.660355926
1400000US06081608600,4535,2432,125,11,1445,0,2432,0.536273429
1400000US06081608700,7018,4811,138,0,1115,5,4811,0.685522941
1400000US06081608800,5941,4317,98,40,1235,0,4317,0.726645346
1400000US06081608900,6760,4110,216,0,1880,19,4110,0.607988166
1400000US06081609000,2547,1546,93,0,575,0,1546,0.606988614
1400000US06081609100,1721,1102,25,0,280,0,1102,0.640325392
1400000US06081609201,3667,3017,20,4,391,7,3017,0.822743387
1400000US06081609202,3990,2737,94,0,397,148,2737,0.685964912
1400000US06081609300,3422,2890,37,0,348,0,2890,0.844535359
1400000US06081609400,3554,3222,33,0,166,7,3222,0.906584131
1400000US06081609500,4972,4125,0,0,659,0,4125,0.829646018
1400000US06081609601,2817,2083,66,0,588,0,2083,0.73943912
1400000US06081609602,1607,1180,4,0,275,0,1180,0.734287492
1400000US06081609603,5224,4208,28,0,577,15,4208,0.805513017
1400000US06081609700,4414,3699,29,15,419,0,3699,0.838015406
1400000US06081609800,4589,3836,35,11,492,37,3836,0.835911963
1400000US06081609900,3052,2514,2,0,159,0,2514,0.823722149
1400000US06081610000,4554,3635,73,18,390,0,3635,0.798199385
1400000US06081610100,2463,1869,14,5,160,0,1869,0.758830694
1400000US06081610201,5779,3774,188,23,287,0,3774,0.653054162
1400000US06081610202,2024,1189,179,22,229,3,1189,0.587450593
1400000US06081610203,3336,1911,113,85,125,36,1911,0.572841727
1400000US06081610302,2343,1527,97,34,161,1,1527,0.651728553
1400000US06081610303,7572,3965,109,41,3009,0,3965,0.523639725
1400000US06081610304,4013,2129,142,9,1379,0,2129,0.530525791
1400000US06081610400,6170,3713,351,125,220,166,3713,0.60178282
1400000US06081610500,5131,3383,79,68,256,292,3383,0.659325668
1400000US06081610601,6500,4250,21,42,249,0,4250,0.653846154
1400000US06081610602,3550,2979,31,19,186,0,2979,0.83915493
